country,subject,source,dateS,count
Brésil,Général,Veja,2016-09-29,60
Brésil,Général,Veja,2016-09-30,60
Brésil,Général,Veja,2016-10-01,50
Brésil,Général,Veja,2016-10-02,49
Brésil,Général,Veja,2016-10-03,60
Brésil,Général,Veja,2016-10-04,58
Brésil,Général,Veja,2016-10-05,52
Brésil,Général,Veja,2016-10-06,52
Brésil,Général,Veja,2016-10-07,58
Brésil,Général,Veja,2016-10-08,43
Brésil,Général,Veja,2016-10-09,23
Brésil,Général,Veja,2016-10-10,45
Brésil,Général,Veja,2016-10-11,60
Brésil,Général,Veja,2016-10-12,54
Brésil,Général,Veja,2016-10-13,53
Brésil,Général,Veja,2016-10-14,55
Brésil,Général,Veja,2016-10-15,40
Brésil,Général,Veja,2016-10-16,18
Brésil,Général,Veja,2016-10-17,44
Brésil,Général,Veja,2016-10-18,38
Brésil,Général,Veja,2016-10-20,60
Brésil,Général,Veja,2016-10-21,60
Brésil,Général,Veja,2016-10-22,41
Brésil,Général,Veja,2016-10-23,20
Brésil,Général,Veja,2016-10-24,42
Brésil,Général,Veja,2016-10-25,54
Brésil,Général,Veja,2016-10-26,54
Brésil,Général,Veja,2016-10-27,50
Brésil,Général,Veja,2016-10-28,55
Brésil,Général,Veja,2016-10-29,46
Brésil,Général,Veja,2016-10-30,47
Brésil,Général,Veja,2016-10-31,49
Brésil,Général,Veja,2016-11-01,48
Brésil,Général,Veja,2016-11-02,52
Brésil,Général,Veja,2016-11-03,45
Brésil,Général,Veja,2016-11-04,48
Brésil,Général,Veja,2016-11-05,24
Brésil,Général,Veja,2016-11-06,17
Brésil,Général,Veja,2016-11-07,42
Brésil,Général,Veja,2016-11-08,48
Brésil,Général,Veja,2016-11-09,60
Brésil,Général,Veja,2016-11-10,51
Brésil,Général,Veja,2016-11-11,55
Brésil,Général,Veja,2016-11-12,38
Brésil,Général,Veja,2016-11-13,40
Brésil,Général,Veja,2016-11-14,43
Brésil,Général,Veja,2016-11-15,51
Brésil,Général,Veja,2016-11-16,54
Brésil,Général,Veja,2016-11-17,48
Brésil,Général,Veja,2016-11-18,48
Brésil,Général,Veja,2016-11-19,27
Brésil,Général,Veja,2016-11-20,6
Brésil,Général,Veja,2016-11-21,46
Brésil,Général,Veja,2016-11-22,26
Brésil,Général,Veja,2016-11-23,70
Brésil,Général,Veja,2016-11-24,53
Brésil,Général,Veja,2016-11-25,51
Brésil,Général,Veja,2016-11-26,46
Brésil,Général,Veja,2016-11-27,18
Brésil,Général,Veja,2016-11-28,66
Brésil,Général,Veja,2016-11-29,51
Brésil,Général,Veja,2016-11-30,53
Brésil,Général,Veja,2016-12-01,55
Brésil,Général,Veja,2016-12-02,46
Brésil,Général,Veja,2016-12-03,31
Brésil,Général,Veja,2016-12-04,29
Brésil,Général,Veja,2016-12-05,42
Brésil,Général,Veja,2016-12-06,69
Brésil,Général,Veja,2016-12-07,25
Brésil,Général,Veja,2016-12-08,48
Brésil,Général,Veja,2016-12-09,46
Brésil,Général,Veja,2016-12-10,46
Brésil,Général,Veja,2016-12-11,27
Brésil,Général,Veja,2016-12-12,38
Brésil,Général,Veja,2016-12-13,20
Brésil,Général,Veja,2016-12-17,42
Brésil,Général,Veja,2016-12-18,22
Brésil,Général,Veja,2016-12-19,36
Brésil,Général,Veja,2016-12-20,48
Brésil,Général,Veja,2016-12-21,54
Brésil,Général,Veja,2016-12-22,44
Brésil,Général,Veja,2016-12-23,40
Brésil,Général,Veja,2016-12-24,11
Brésil,Général,Veja,2016-12-26,46
Brésil,Général,Veja,2016-12-27,35
Brésil,Général,Veja,2016-12-28,44
Brésil,Général,Veja,2016-12-29,53
Brésil,Général,Veja,2016-12-30,40
Brésil,Général,Veja,2016-12-31,44
Brésil,Général,Veja,2017-01-01,36
Brésil,Général,Veja,2017-01-02,48
Brésil,Général,Veja,2017-01-03,45
Brésil,Général,Veja,2017-01-04,55
Brésil,Général,Veja,2017-01-05,57
Brésil,Général,Veja,2017-01-06,55
Brésil,Général,Veja,2017-01-07,47
Brésil,Général,Veja,2017-01-08,27
Brésil,Général,Veja,2017-01-09,51
Brésil,Général,Veja,2017-01-10,51
Brésil,Général,Veja,2017-01-11,51
Brésil,Général,Veja,2017-01-13,49
Brésil,Général,Veja,2017-01-14,39
Brésil,Général,Veja,2017-01-15,28
Brésil,Général,Veja,2017-01-16,38
Brésil,Général,Veja,2017-01-17,52
Brésil,Général,Veja,2017-01-18,55
Brésil,Général,Veja,2017-01-19,51
Brésil,Général,Veja,2017-01-20,54
Brésil,Général,Veja,2017-01-21,52
Brésil,Général,Veja,2017-01-22,30
Brésil,Général,Veja,2017-01-23,47
Brésil,Général,Veja,2017-01-24,56
Brésil,Général,Veja,2017-01-25,19
Brésil,Général,Veja,2017-01-26,40
Brésil,Général,Veja,2017-01-27,53
Brésil,Général,Veja,2017-01-28,46
Brésil,Général,Veja,2017-01-29,37
Brésil,Général,Veja,2017-01-30,52
Brésil,Général,Veja,2017-01-31,51
Brésil,Général,Veja,2017-02-01,53
Brésil,Général,Veja,2017-02-02,52
Brésil,Général,Veja,2017-02-03,50
Brésil,Général,Veja,2017-02-04,48
Brésil,Général,Veja,2017-02-05,39
Brésil,Général,Veja,2017-02-06,9
Brésil,Général,Veja,2017-02-16,40
Brésil,Général,Veja,2017-02-17,55
Brésil,Général,Veja,2017-02-18,26
Brésil,Général,Veja,2017-02-19,29
Brésil,Général,Veja,2017-02-20,47
Brésil,Général,Veja,2017-02-21,48
Brésil,Général,Veja,2017-02-22,47
Brésil,Général,Veja,2017-02-23,50
Brésil,Général,Veja,2017-02-24,50
Brésil,Général,Veja,2017-02-25,40
Brésil,Général,Veja,2017-02-26,37
Brésil,Général,Veja,2017-02-27,46
Brésil,Général,Veja,2017-02-28,44
Brésil,Général,Veja,2017-03-01,50
Brésil,Général,Veja,2017-03-02,49
Brésil,Général,Veja,2017-03-03,19
Brésil,Général,Veja,2017-03-22,19
Brésil,Général,Veja,2017-03-23,48
Brésil,Général,Veja,2017-03-24,50
Brésil,Général,Veja,2017-03-25,40
Brésil,Général,Veja,2017-03-26,39
Brésil,Général,Veja,2017-03-27,43
Brésil,Général,Veja,2017-03-28,43
Brésil,Général,Veja,2017-03-29,44
Brésil,Général,Veja,2017-03-30,42
Brésil,Général,Veja,2017-03-31,42
Brésil,Général,Veja,2017-04-01,34
Brésil,Général,Veja,2017-04-02,32
Brésil,Général,Veja,2017-04-03,41
Brésil,Général,Veja,2017-04-04,40
Brésil,Général,Veja,2017-04-05,43
Brésil,Général,Veja,2017-04-06,44
Brésil,Général,Veja,2017-04-07,42
Brésil,Général,Veja,2017-04-08,34
Brésil,Général,Veja,2017-04-09,31
Brésil,Général,Veja,2017-04-10,47
Brésil,Général,Veja,2017-04-11,44
Brésil,Général,Veja,2017-04-12,43
Brésil,Général,Veja,2017-04-13,43
Brésil,Général,Veja,2017-04-14,41
Brésil,Général,Veja,2017-04-15,37
Brésil,Général,Veja,2017-04-16,32
Brésil,Général,Veja,2017-04-17,43
Brésil,Général,Veja,2017-04-18,41
Brésil,Général,Veja,2017-04-19,41
Brésil,Général,Veja,2017-04-20,41
Brésil,Général,Veja,2017-04-21,49
Brésil,Général,Veja,2017-04-22,29
Brésil,Général,Veja,2017-04-23,38
Brésil,Général,Veja,2017-04-24,42
Brésil,Général,Veja,2017-04-25,39
Brésil,Général,Veja,2017-04-26,43
Brésil,Général,Veja,2017-04-27,40
Brésil,Général,Veja,2017-04-28,48
Brésil,Général,Veja,2017-04-29,40
Brésil,Général,Veja,2017-04-30,41
Brésil,Général,Veja,2017-05-01,43
Brésil,Général,Veja,2017-05-02,43
Brésil,Général,Veja,2017-05-03,45
Brésil,Général,Veja,2017-05-04,43
Brésil,Général,Veja,2017-05-05,44
Brésil,Général,Veja,2017-05-06,32
Brésil,Général,Veja,2017-05-07,39
Brésil,Général,Veja,2017-05-08,40
Brésil,Général,Veja,2017-05-09,41
Brésil,Général,Veja,2017-05-10,41
Brésil,Général,Veja,2017-05-11,43
Brésil,Général,Veja,2017-05-12,47
Brésil,Général,Veja,2017-05-13,34
Brésil,Général,Veja,2017-05-14,34
Brésil,Général,Veja,2017-05-15,44
Brésil,Général,Veja,2017-05-16,42
Brésil,Général,Veja,2017-05-17,43
Brésil,Général,Veja,2017-05-18,20
Brésil,Général,Veja,2018-05-14,20
Brésil,Général,Veja,2018-05-15,20
Brésil,Général,Veja,2018-05-16,20
Brésil,Général,Veja,2018-05-17,20
Brésil,Général,Veja,2018-05-18,20
Brésil,Général,Veja,2018-05-19,20
Brésil,Général,Veja,2018-05-20,20
Brésil,Général,Veja,2018-05-21,20
Brésil,Général,Veja,2018-05-22,20
Brésil,Général,Veja,2018-05-23,20
Brésil,Général,Veja,2018-05-24,20
Brésil,Général,Veja,2018-05-25,20
Brésil,Général,Veja,2018-05-26,20
Brésil,Général,Veja,2018-05-27,20
Brésil,Général,Veja,2018-05-28,20
Brésil,Général,Veja,2018-05-29,20
Brésil,Général,Veja,2018-05-30,20
Brésil,Général,Veja,2018-05-31,20
Brésil,Général,Veja,2018-06-01,20
Brésil,Général,Veja,2018-06-02,20
Brésil,Général,Veja,2018-06-03,24
Brésil,Général,Veja,2018-06-04,20
Brésil,Général,Veja,2018-06-05,20
Brésil,Général,Veja,2018-06-06,20
Brésil,Général,Veja,2018-06-07,20
Brésil,Général,Veja,2018-06-08,20
Brésil,Général,Veja,2018-06-09,20
Brésil,Général,Veja,2018-06-10,20
Brésil,Général,Veja,2018-06-11,20
Brésil,Général,Veja,2018-06-12,20
Brésil,Général,Veja,2018-06-13,20
Brésil,Général,Veja,2018-06-14,20
Brésil,Général,Veja,2018-06-15,20
Brésil,Général,Veja,2018-06-16,20
Brésil,Général,Veja,2018-06-17,20
Brésil,Général,Veja,2018-06-18,20
Brésil,Général,Veja,2018-06-19,20
Brésil,Général,Veja,2018-06-20,20
Brésil,Général,Veja,2018-06-21,20
Brésil,Général,Veja,2018-06-22,20
Brésil,Général,Veja,2018-06-23,20
Brésil,Général,Veja,2018-06-24,20
Brésil,Général,Veja,2018-06-25,20
Brésil,Général,Veja,2018-06-26,20
Brésil,Général,Veja,2018-06-27,20
Brésil,Général,Veja,2018-06-28,20
Brésil,Général,Veja,2018-06-29,20
Brésil,Général,Veja,2018-06-30,20
Brésil,Général,Veja,2018-07-01,20
Brésil,Général,Veja,2018-07-07,20
Brésil,Général,Veja,2018-07-08,20
Brésil,Général,Veja,2018-07-12,20
Brésil,Général,Veja,2018-07-13,20
Brésil,Général,Veja,2018-07-14,20
Brésil,Général,Veja,2018-07-15,20
Brésil,Général,Veja,2018-07-16,20
Brésil,Général,Veja,2018-07-17,20
Brésil,Général,Veja,2018-07-18,20
Brésil,Général,Veja,2018-07-19,20
Brésil,Général,Veja,2018-07-20,20
Brésil,Général,Veja,2018-07-23,20
Brésil,Général,Veja,2018-07-24,20
Brésil,Général,Veja,2018-07-25,20
Brésil,Général,Veja,2018-07-26,20
Brésil,Général,Veja,2018-07-27,20
Brésil,Général,Veja,2018-07-28,20
Brésil,Général,Veja,2018-07-29,15
Brésil,Général,Veja,2018-07-30,20
Brésil,Général,Veja,2018-07-31,20
Brésil,Général,Veja,2018-08-01,20
Brésil,Général,Veja,2018-08-02,20
Brésil,Général,Veja,2018-08-03,20
Brésil,Général,Veja,2018-08-04,20
Brésil,Général,Veja,2018-08-05,20
Brésil,Général,Veja,2018-08-06,20
Brésil,Général,Veja,2018-08-07,20
Brésil,Général,Veja,2018-08-08,20
Brésil,Général,Veja,2018-08-09,20
Brésil,Général,Veja,2018-08-10,20
Brésil,Général,Veja,2018-08-11,20
Brésil,Général,Veja,2018-08-12,20
Brésil,Général,Veja,2018-08-13,20
Brésil,Général,Veja,2018-08-14,20
Brésil,Général,Veja,2018-08-15,20
Brésil,Général,Veja,2018-08-17,20
Brésil,Général,Veja,2018-08-18,20
Brésil,Général,Veja,2018-08-19,20
Brésil,Général,Veja,2018-08-20,20
Brésil,Général,Veja,2018-08-21,20
Brésil,Général,Veja,2018-08-22,20
Brésil,Général,Veja,2018-08-23,20
Brésil,Général,Veja,2018-08-24,20
Brésil,Général,Veja,2018-08-25,20
Brésil,Général,Veja,2018-08-26,20
Brésil,Général,Veja,2018-08-27,20
Brésil,Général,Veja,2018-08-28,20
Brésil,Général,Veja,2018-08-29,20
Brésil,Général,Veja,2018-08-30,20
Brésil,Général,Veja,2018-08-31,19
Brésil,Général,Veja,2018-09-01,20
Brésil,Général,Veja,2018-09-02,18
Brésil,Général,Veja,2018-09-03,20
Brésil,Général,Veja,2018-09-04,20
Brésil,Général,Veja,2018-09-05,20
Brésil,Général,Veja,2018-09-06,20
Brésil,Général,Veja,2018-09-07,20
Brésil,Général,Veja,2018-09-08,20
Brésil,Général,Veja,2018-09-09,20
Brésil,Général,Veja,2018-09-10,20
Brésil,Général,Veja,2018-09-11,20
Brésil,Général,Veja,2018-09-12,20
Brésil,Général,Veja,2018-09-13,20
Brésil,Général,Veja,2018-09-14,20
Brésil,Général,Veja,2018-09-15,20
Brésil,Général,Veja,2018-09-16,19
Brésil,Général,Veja,2018-09-17,20
Brésil,Général,Veja,2018-09-18,20
Brésil,Général,Veja,2018-09-19,20
Brésil,Général,Veja,2018-09-20,20
Brésil,Général,Veja,2018-09-21,20
Brésil,Général,Veja,2018-09-22,20
Brésil,Général,Veja,2018-09-23,20
Brésil,Général,Veja,2018-09-24,20
Brésil,Général,Veja,2018-09-25,20
Brésil,Général,Veja,2018-09-26,20
Brésil,Général,Veja,2018-09-27,20
Brésil,Général,Veja,2018-09-28,19
Brésil,Général,Veja,2018-09-29,20
Brésil,Général,Folha de S. Paulo,2016-04-21,15
Brésil,Général,Folha de S. Paulo,2016-04-22,15
Brésil,Général,Folha de S. Paulo,2016-04-23,30
Brésil,Général,Folha de S. Paulo,2016-04-24,45
Brésil,Général,Folha de S. Paulo,2016-04-25,45
Brésil,Général,Folha de S. Paulo,2016-04-26,29
Brésil,Général,Folha de S. Paulo,2016-04-27,45
Brésil,Général,Folha de S. Paulo,2016-04-28,44
Brésil,Général,Folha de S. Paulo,2016-04-29,45
Brésil,Général,Folha de S. Paulo,2016-04-30,45
Brésil,Général,Folha de S. Paulo,2016-05-01,30
Brésil,Général,Folha de S. Paulo,2016-05-02,60
Brésil,Général,Folha de S. Paulo,2016-05-03,15
Brésil,Général,Folha de S. Paulo,2016-05-04,45
Brésil,Général,Folha de S. Paulo,2016-05-05,44
Brésil,Général,Folha de S. Paulo,2016-05-06,30
Brésil,Général,Folha de S. Paulo,2016-05-07,40
Brésil,Général,Folha de S. Paulo,2016-05-08,39
Brésil,Général,Folha de S. Paulo,2016-05-09,15
Brésil,Général,Folha de S. Paulo,2016-05-10,45
Brésil,Général,Folha de S. Paulo,2016-05-11,43
Brésil,Général,Folha de S. Paulo,2016-05-12,45
Brésil,Général,Folha de S. Paulo,2016-05-13,43
Brésil,Général,Folha de S. Paulo,2016-05-14,39
Brésil,Général,Folha de S. Paulo,2016-05-15,42
Brésil,Général,Folha de S. Paulo,2016-05-16,44
Brésil,Général,Folha de S. Paulo,2016-05-17,44
Brésil,Général,Folha de S. Paulo,2016-05-18,45
Brésil,Général,Folha de S. Paulo,2016-05-19,44
Brésil,Général,Folha de S. Paulo,2016-05-20,43
Brésil,Général,Folha de S. Paulo,2016-05-21,30
Brésil,Général,Folha de S. Paulo,2016-05-22,43
Brésil,Général,Folha de S. Paulo,2016-05-23,44
Brésil,Général,Folha de S. Paulo,2016-05-24,44
Brésil,Général,Folha de S. Paulo,2016-05-25,45
Brésil,Général,Folha de S. Paulo,2016-05-26,45
Brésil,Général,Folha de S. Paulo,2016-05-27,44
Brésil,Général,Folha de S. Paulo,2016-05-28,44
Brésil,Général,Folha de S. Paulo,2016-06-04,30
Brésil,Général,Folha de S. Paulo,2016-06-05,29
Brésil,Général,Folha de S. Paulo,2016-06-06,60
Brésil,Général,Folha de S. Paulo,2016-06-07,44
Brésil,Général,Folha de S. Paulo,2016-06-08,45
Brésil,Général,Folha de S. Paulo,2016-06-09,43
Brésil,Général,Folha de S. Paulo,2016-06-10,45
Brésil,Général,Folha de S. Paulo,2016-06-11,30
Brésil,Général,Folha de S. Paulo,2016-06-14,45
Brésil,Général,Folha de S. Paulo,2016-06-15,30
Brésil,Général,Folha de S. Paulo,2016-06-16,30
Brésil,Général,Folha de S. Paulo,2016-06-21,45
Brésil,Général,Folha de S. Paulo,2016-06-22,45
Brésil,Général,Folha de S. Paulo,2016-06-23,45
Brésil,Général,Folha de S. Paulo,2016-06-24,30
Brésil,Général,Folha de S. Paulo,2016-06-25,59
Brésil,Général,Folha de S. Paulo,2016-06-26,45
Brésil,Général,Folha de S. Paulo,2016-06-27,45
Brésil,Général,Folha de S. Paulo,2016-06-28,45
Brésil,Général,Folha de S. Paulo,2016-06-29,45
Brésil,Général,Folha de S. Paulo,2016-06-30,45
Brésil,Général,Folha de S. Paulo,2016-07-01,30
Brésil,Général,Folha de S. Paulo,2016-07-02,60
Brésil,Général,Folha de S. Paulo,2016-07-23,43
Brésil,Général,Folha de S. Paulo,2016-07-24,44
Brésil,Général,Folha de S. Paulo,2016-07-25,45
Brésil,Général,Folha de S. Paulo,2016-07-26,44
Brésil,Général,Folha de S. Paulo,2016-07-27,45
Brésil,Général,Folha de S. Paulo,2016-07-28,44
Brésil,Général,Folha de S. Paulo,2016-07-29,45
Brésil,Général,Folha de S. Paulo,2016-07-30,45
Brésil,Général,Folha de S. Paulo,2016-07-31,45
Brésil,Général,Folha de S. Paulo,2016-08-01,45
Brésil,Général,Folha de S. Paulo,2016-08-02,45
Brésil,Général,Folha de S. Paulo,2016-08-03,43
Brésil,Général,Folha de S. Paulo,2016-08-04,45
Brésil,Général,Folha de S. Paulo,2016-08-05,45
Brésil,Général,Folha de S. Paulo,2016-08-06,45
Brésil,Général,Folha de S. Paulo,2016-08-07,44
Brésil,Général,Folha de S. Paulo,2016-08-08,45
Brésil,Général,Folha de S. Paulo,2016-08-09,45
Brésil,Général,Folha de S. Paulo,2016-08-10,29
Brésil,Général,Folha de S. Paulo,2016-08-11,45
Brésil,Général,Folha de S. Paulo,2016-08-12,45
Brésil,Général,Folha de S. Paulo,2016-08-13,45
Brésil,Général,Folha de S. Paulo,2016-08-14,45
Brésil,Général,Folha de S. Paulo,2016-08-15,45
Brésil,Général,Folha de S. Paulo,2016-08-16,45
Brésil,Général,Folha de S. Paulo,2016-08-17,44
Brésil,Général,Folha de S. Paulo,2016-08-18,45
Brésil,Général,Folha de S. Paulo,2016-08-19,45
Brésil,Général,Folha de S. Paulo,2016-08-20,44
Brésil,Général,Folha de S. Paulo,2016-08-21,45
Brésil,Général,Folha de S. Paulo,2016-08-22,43
Brésil,Général,Folha de S. Paulo,2016-08-23,44
Brésil,Général,Folha de S. Paulo,2016-08-24,43
Brésil,Général,Folha de S. Paulo,2016-08-25,44
Brésil,Général,Folha de S. Paulo,2016-08-26,45
Brésil,Général,Folha de S. Paulo,2016-08-27,43
Brésil,Général,Folha de S. Paulo,2016-08-28,44
Brésil,Général,Folha de S. Paulo,2016-08-29,45
Brésil,Général,Folha de S. Paulo,2016-08-30,45
Brésil,Général,Folha de S. Paulo,2016-08-31,45
Brésil,Général,Folha de S. Paulo,2016-09-01,30
Brésil,Général,Folha de S. Paulo,2016-09-06,59
Brésil,Général,Folha de S. Paulo,2016-09-07,44
Brésil,Général,Folha de S. Paulo,2016-09-08,45
Brésil,Général,Folha de S. Paulo,2016-09-09,30
Brésil,Général,Folha de S. Paulo,2016-09-10,60
Brésil,Général,Folha de S. Paulo,2016-09-17,41
Brésil,Général,Folha de S. Paulo,2016-09-18,42
Brésil,Général,Folha de S. Paulo,2016-09-19,45
Brésil,Général,Folha de S. Paulo,2016-09-20,44
Brésil,Général,Folha de S. Paulo,2016-09-21,15
Brésil,Général,Folha de S. Paulo,2016-09-22,60
Brésil,Général,Folha de S. Paulo,2016-09-23,45
Brésil,Général,Folha de S. Paulo,2016-09-24,44
Brésil,Général,Folha de S. Paulo,2016-09-25,15
Brésil,Général,Folha de S. Paulo,2016-09-26,45
Brésil,Général,Folha de S. Paulo,2016-09-27,45
Brésil,Général,Folha de S. Paulo,2016-09-28,45
Brésil,Général,Folha de S. Paulo,2016-09-29,45
Brésil,Général,Folha de S. Paulo,2016-09-30,45
Brésil,Général,Folha de S. Paulo,2016-10-01,43
Brésil,Général,Folha de S. Paulo,2016-10-02,30
Brésil,Général,Folha de S. Paulo,2016-10-03,60
Brésil,Général,Folha de S. Paulo,2016-10-04,45
Brésil,Général,Folha de S. Paulo,2016-10-05,45
Brésil,Général,Folha de S. Paulo,2016-10-06,45
Brésil,Général,Folha de S. Paulo,2016-10-07,44
Brésil,Général,Folha de S. Paulo,2016-10-08,45
Brésil,Général,Folha de S. Paulo,2016-10-09,30
Brésil,Général,Folha de S. Paulo,2016-10-10,45
Brésil,Général,Folha de S. Paulo,2016-10-11,60
Brésil,Général,Folha de S. Paulo,2016-10-12,45
Brésil,Général,Folha de S. Paulo,2016-10-13,35
Brésil,Général,Folha de S. Paulo,2016-10-14,53
Brésil,Général,Folha de S. Paulo,2016-10-15,30
Brésil,Général,Folha de S. Paulo,2016-10-16,45
Brésil,Général,Folha de S. Paulo,2016-10-17,45
Brésil,Général,Folha de S. Paulo,2016-10-18,30
Brésil,Général,Folha de S. Paulo,2016-10-20,45
Brésil,Général,Folha de S. Paulo,2016-10-21,45
Brésil,Général,Folha de S. Paulo,2016-10-22,45
Brésil,Général,Folha de S. Paulo,2016-10-23,44
Brésil,Général,Folha de S. Paulo,2016-10-24,45
Brésil,Général,Folha de S. Paulo,2016-10-25,45
Brésil,Général,Folha de S. Paulo,2016-10-26,45
Brésil,Général,Folha de S. Paulo,2016-10-27,45
Brésil,Général,Folha de S. Paulo,2016-10-28,45
Brésil,Général,Folha de S. Paulo,2016-10-29,45
Brésil,Général,Folha de S. Paulo,2016-10-30,45
Brésil,Général,Folha de S. Paulo,2016-10-31,45
Brésil,Général,Folha de S. Paulo,2016-11-01,44
Brésil,Général,Folha de S. Paulo,2016-11-02,45
Brésil,Général,Folha de S. Paulo,2016-11-03,30
Brésil,Général,Folha de S. Paulo,2016-11-04,46
Brésil,Général,Folha de S. Paulo,2016-11-05,44
Brésil,Général,Folha de S. Paulo,2016-11-06,30
Brésil,Général,Folha de S. Paulo,2016-11-07,30
Brésil,Général,Folha de S. Paulo,2016-11-08,60
Brésil,Général,Folha de S. Paulo,2016-11-09,44
Brésil,Général,Folha de S. Paulo,2016-11-10,45
Brésil,Général,Folha de S. Paulo,2016-11-11,45
Brésil,Général,Folha de S. Paulo,2016-11-12,45
Brésil,Général,Folha de S. Paulo,2016-11-13,43
Brésil,Général,Folha de S. Paulo,2016-11-14,45
Brésil,Général,Folha de S. Paulo,2016-11-15,45
Brésil,Général,Folha de S. Paulo,2016-11-16,45
Brésil,Général,Folha de S. Paulo,2016-11-17,45
Brésil,Général,Folha de S. Paulo,2016-11-18,45
Brésil,Général,Folha de S. Paulo,2016-11-19,45
Brésil,Général,Folha de S. Paulo,2016-11-20,15
Brésil,Général,Folha de S. Paulo,2016-11-21,45
Brésil,Général,Folha de S. Paulo,2016-11-22,30
Brésil,Général,Folha de S. Paulo,2016-11-23,62
Brésil,Général,Folha de S. Paulo,2016-11-24,56
Brésil,Général,Folha de S. Paulo,2016-11-25,30
Brésil,Général,Folha de S. Paulo,2016-11-26,45
Brésil,Général,Folha de S. Paulo,2016-11-27,45
Brésil,Général,Folha de S. Paulo,2016-11-28,45
Brésil,Général,Folha de S. Paulo,2016-11-29,45
Brésil,Général,Folha de S. Paulo,2016-11-30,60
Brésil,Général,Folha de S. Paulo,2016-12-01,45
Brésil,Général,Folha de S. Paulo,2016-12-02,45
Brésil,Général,Folha de S. Paulo,2016-12-03,30
Brésil,Général,Folha de S. Paulo,2016-12-04,45
Brésil,Général,Folha de S. Paulo,2016-12-05,45
Brésil,Général,Folha de S. Paulo,2016-12-06,45
Brésil,Général,Folha de S. Paulo,2016-12-07,45
Brésil,Général,Folha de S. Paulo,2016-12-08,45
Brésil,Général,Folha de S. Paulo,2016-12-09,45
Brésil,Général,Folha de S. Paulo,2016-12-10,45
Brésil,Général,Folha de S. Paulo,2016-12-11,15
Brésil,Général,Folha de S. Paulo,2016-12-12,44
Brésil,Général,Folha de S. Paulo,2016-12-13,15
Brésil,Général,Folha de S. Paulo,2016-12-17,32
Brésil,Général,Folha de S. Paulo,2016-12-18,40
Brésil,Général,Folha de S. Paulo,2016-12-19,29
Brésil,Général,Folha de S. Paulo,2016-12-20,44
Brésil,Général,Folha de S. Paulo,2016-12-21,44
Brésil,Général,Folha de S. Paulo,2016-12-22,44
Brésil,Général,Folha de S. Paulo,2016-12-23,44
Brésil,Général,Folha de S. Paulo,2016-12-24,22
Brésil,Général,Folha de S. Paulo,2016-12-26,43
Brésil,Général,Folha de S. Paulo,2016-12-27,45
Brésil,Général,Folha de S. Paulo,2016-12-28,43
Brésil,Général,Folha de S. Paulo,2016-12-29,43
Brésil,Général,Folha de S. Paulo,2016-12-30,30
Brésil,Général,Folha de S. Paulo,2016-12-31,36
Brésil,Général,Folha de S. Paulo,2017-01-01,39
Brésil,Général,Folha de S. Paulo,2017-01-02,44
Brésil,Général,Folha de S. Paulo,2017-01-03,44
Brésil,Général,Folha de S. Paulo,2017-01-04,45
Brésil,Général,Folha de S. Paulo,2017-01-05,44
Brésil,Général,Folha de S. Paulo,2017-01-07,40
Brésil,Général,Folha de S. Paulo,2017-01-08,30
Brésil,Général,Folha de S. Paulo,2017-01-09,29
Brésil,Général,Folha de S. Paulo,2017-01-10,15
Brésil,Général,Folha de S. Paulo,2017-01-11,29
Brésil,Général,Folha de S. Paulo,2017-01-13,45
Brésil,Général,Folha de S. Paulo,2017-01-14,40
Brésil,Général,Folha de S. Paulo,2017-01-15,41
Brésil,Général,Folha de S. Paulo,2017-01-16,44
Brésil,Général,Folha de S. Paulo,2017-01-17,45
Brésil,Général,Folha de S. Paulo,2017-01-18,45
Brésil,Général,Folha de S. Paulo,2017-01-19,44
Brésil,Général,Folha de S. Paulo,2017-01-20,45
Brésil,Général,Folha de S. Paulo,2017-01-21,44
Brésil,Général,Folha de S. Paulo,2017-01-22,45
Brésil,Général,Folha de S. Paulo,2017-01-23,45
Brésil,Général,Folha de S. Paulo,2017-01-24,45
Brésil,Général,Folha de S. Paulo,2017-01-25,14
Brésil,Général,Folha de S. Paulo,2017-01-26,30
Brésil,Général,Folha de S. Paulo,2017-01-27,44
Brésil,Général,Folha de S. Paulo,2017-01-28,43
Brésil,Général,Folha de S. Paulo,2017-01-29,43
Brésil,Général,Folha de S. Paulo,2017-01-30,44
Brésil,Général,Folha de S. Paulo,2017-01-31,45
Brésil,Général,Folha de S. Paulo,2017-02-01,44
Brésil,Général,Folha de S. Paulo,2017-02-02,45
Brésil,Général,Folha de S. Paulo,2017-02-03,45
Brésil,Général,Folha de S. Paulo,2017-02-04,41
Brésil,Général,Folha de S. Paulo,2017-02-05,38
Brésil,Général,Folha de S. Paulo,2017-02-06,15
Brésil,Général,Folha de S. Paulo,2017-02-16,29
Brésil,Général,Folha de S. Paulo,2017-02-17,44
Brésil,Général,Folha de S. Paulo,2017-02-18,30
Brésil,Général,Folha de S. Paulo,2017-02-19,34
Brésil,Général,Folha de S. Paulo,2017-02-20,42
Brésil,Général,Folha de S. Paulo,2017-02-21,44
Brésil,Général,Folha de S. Paulo,2017-02-22,42
Brésil,Général,Folha de S. Paulo,2017-02-23,44
Brésil,Général,Folha de S. Paulo,2017-02-24,45
Brésil,Général,Folha de S. Paulo,2017-02-25,36
Brésil,Général,Folha de S. Paulo,2017-02-26,36
