LEXICALUNIT	TOTALCORPUS1	TOTALCORPUS2	FILEDETAILS	LEXPOSPATTERNSC1	LEXPOSPATTERNSC2	POSPATTERNSC1	POSPATTERNSC2	SIMILARITY
sismologue_NOM	13	11	./results/sismologue_NOM.1987-1988.2005-2006.patterns.d3.csv	13	11	17	8	0.0
solvabilité_NOM	57	60	./results/solvabilité_NOM.1987-1988.2005-2006.patterns.d3.csv	61	59	94	101	0.901257003444
semence_NOM	143	121	./results/semence_NOM.1987-1988.2005-2006.patterns.d3.csv	154	132	154	141	0.942691927867
pouffer_VER	24	17	./results/pouffer_VER.1987-1988.2005-2006.patterns.d3.csv	24	17	45	20	0.322457407793
sunnite_ADJ	207	1054	./results/sunnite_ADJ.1987-1988.2005-2006.patterns.d3.csv	209	1125	179	627	0.956682890752
huiler_VER	55	49	./results/huiler_VER.1987-1988.2005-2006.patterns.d3.csv	55	49	53	55	0.814102831266
motte_NOM	88	68	./results/motte_NOM.1987-1988.2005-2006.patterns.d3.csv	20	26	37	55	0.881039881131
apéritif_NOM	95	62	./results/apéritif_NOM.1987-1988.2005-2006.patterns.d3.csv	75	49	77	55	0.932928107116
camarilla_NOM	8	3	./results/camarilla_NOM.1987-1988.2005-2006.patterns.d3.csv	8	3	13	5	0.0
ligue_NOM	1429	2183	./results/ligue_NOM.1987-1988.2005-2006.patterns.d3.csv	212	170	178	143	0.772903883236
décohabiter_VER	0	14	./results/décohabiter_VER.1987-1988.2005-2006.patterns.d3.csv	0	12	0	0	0
actualisation_NOM	56	60	./results/actualisation_NOM.1987-1988.2005-2006.patterns.d3.csv	53	60	79	89	0.906120405161
désappointement_NOM	23	11	./results/désappointement_NOM.1987-1988.2005-2006.patterns.d3.csv	23	11	29	29	0.493864798325
louveteau_NOM	9	3	./results/louveteau_NOM.1987-1988.2005-2006.patterns.d3.csv	9	3	7	6	0.0
saisissant_ADJ	261	365	./results/saisissant_ADJ.1987-1988.2005-2006.patterns.d3.csv	130	205	124	184	0.867713281727
raffinement_NOM	152	147	./results/raffinement_NOM.1987-1988.2005-2006.patterns.d3.csv	151	146	175	155	0.956587565789
bahts_NOM	15	17	./results/bahts_NOM.1987-1988.2005-2006.patterns.d3.csv	17	17	8	8	0.902453919557
tapin_NOM	8	6	./results/tapin_NOM.1987-1988.2005-2006.patterns.d3.csv	8	5	7	3	0.387298334621
pinède_NOM	30	34	./results/pinède_NOM.1987-1988.2005-2006.patterns.d3.csv	19	32	18	45	0.687335014698
sauver_VER	1947	1880	./results/sauver_VER.1987-1988.2005-2006.patterns.d3.csv	1976	1889	937	906	0.99349358221
épouvante_NOM	72	85	./results/épouvante_NOM.1987-1988.2005-2006.patterns.d3.csv	65	78	75	80	0.918215130641
présomption_NOM	195	213	./results/présomption_NOM.1987-1988.2005-2006.patterns.d3.csv	197	213	213	200	0.897839835044
exemplarité_NOM	27	56	./results/exemplarité_NOM.1987-1988.2005-2006.patterns.d3.csv	27	56	36	75	0.840326447772
sexuel_ADJ	826	1749	./results/sexuel_ADJ.1987-1988.2005-2006.patterns.d3.csv	836	1790	351	449	0.995537128557
macérer_VER	5	17	./results/macérer_VER.1987-1988.2005-2006.patterns.d3.csv	5	17	13	43	0.468292905791
tacite_ADJ	182	102	./results/tacite_ADJ.1987-1988.2005-2006.patterns.d3.csv	171	90	178	124	0.914243017841
adjudant_NOM	106	68	./results/adjudant_NOM.1987-1988.2005-2006.patterns.d3.csv	68	24	89	44	0.593341305624
estudiantin_ADJ	95	30	./results/estudiantin_ADJ.1987-1988.2005-2006.patterns.d3.csv	96	30	106	39	0.712508860189
talent_NOM	1972	1767	./results/talent_NOM.1987-1988.2005-2006.patterns.d3.csv	1981	1765	874	876	0.988279333317
injurieux_ADJ	61	44	./results/injurieux_ADJ.1987-1988.2005-2006.patterns.d3.csv	61	44	88	48	0.804852883719
pâture_NOM	70	51	./results/pâture_NOM.1987-1988.2005-2006.patterns.d3.csv	70	51	109	70	0.910687046051
crachat_NOM	21	42	./results/crachat_NOM.1987-1988.2005-2006.patterns.d3.csv	20	44	21	59	0.788672805468
commerçant_ADJ	1144	630	./results/commerçant_ADJ.1987-1988.2005-2006.patterns.d3.csv	235	163	161	102	0.959593828757
polarité_NOM	4	9	./results/polarité_NOM.1987-1988.2005-2006.patterns.d3.csv	4	9	11	20	0.108306072215
magique_ADJ	678	503	./results/magique_ADJ.1987-1988.2005-2006.patterns.d3.csv	678	502	372	277	0.988269155192
polyglotte_ADJ	44	64	./results/polyglotte_ADJ.1987-1988.2005-2006.patterns.d3.csv	32	54	29	39	0.323235328075
cloporte_NOM	10	7	./results/cloporte_NOM.1987-1988.2005-2006.patterns.d3.csv	11	7	7	9	0.0527046276695
aspersion_NOM	10	5	./results/aspersion_NOM.1987-1988.2005-2006.patterns.d3.csv	10	5	19	19	0.3585685828
heptathlon_NOM	21	25	./results/heptathlon_NOM.1987-1988.2005-2006.patterns.d3.csv	21	28	18	35	0.77729827226
profil_NOM	836	937	./results/profil_NOM.1987-1988.2005-2006.patterns.d3.csv	842	951	566	635	0.983048203972
tréteau_NOM	56	38	./results/tréteau_NOM.1987-1988.2005-2006.patterns.d3.csv	55	38	80	71	0.791842420035
vaincre_VER	883	537	./results/vaincre_VER.1987-1988.2005-2006.patterns.d3.csv	892	545	596	437	0.963600440655
abattre_VER	1290	807	./results/abattre_VER.1987-1988.2005-2006.patterns.d3.csv	1310	810	714	564	0.981616942238
échevin_NOM	9	11	./results/échevin_NOM.1987-1988.2005-2006.patterns.d3.csv	9	11	4	21	0.334076552391
retraité_NOM	631	641	./results/retraité_NOM.1987-1988.2005-2006.patterns.d3.csv	539	508	393	352	0.980161342639
dipe_NOM	0	0	./results/dipe_NOM.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
ouest-africaine_ADJ	4	10	./results/ouest-africaine_ADJ.1987-1988.2005-2006.patterns.d3.csv	3	10	11	13	0.0
introduction_NOM	1045	1122	./results/introduction_NOM.1987-1988.2005-2006.patterns.d3.csv	1055	1145	471	488	0.980411548157
quadrupède_NOM	7	7	./results/quadrupède_NOM.1987-1988.2005-2006.patterns.d3.csv	7	6	11	5	0.1788854382
tesson_NOM	80	38	./results/tesson_NOM.1987-1988.2005-2006.patterns.d3.csv	17	11	25	33	0.739750016521
infection_NOM	226	436	./results/infection_NOM.1987-1988.2005-2006.patterns.d3.csv	236	436	232	379	0.954047922023
zone_NOM	4656	5853	./results/zone_NOM.1987-1988.2005-2006.patterns.d3.csv	4803	6009	1246	1395	0.931234021638
grenat_NOM	16	12	./results/grenat_NOM.1987-1988.2005-2006.patterns.d3.csv	16	12	20	10	0.0333333333333
joueur_NOM	1867	4166	./results/joueur_NOM.1987-1988.2005-2006.patterns.d3.csv	1947	4319	972	1292	0.988827134449
décontracté_ADJ	95	87	./results/décontracté_ADJ.1987-1988.2005-2006.patterns.d3.csv	47	44	36	42	0.854116015543
inouïs_NOM	0	11	./results/inouïs_NOM.1987-1988.2005-2006.patterns.d3.csv	0	11	0	0	0
orateur_NOM	638	202	./results/orateur_NOM.1987-1988.2005-2006.patterns.d3.csv	642	200	511	204	0.919258157964
africanité_NOM	3	12	./results/africanité_NOM.1987-1988.2005-2006.patterns.d3.csv	3	10	1	14	0.0
acajou_NOM	23	20	./results/acajou_NOM.1987-1988.2005-2006.patterns.d3.csv	23	20	30	30	0.785983210917
les_PRP	506767	430430	./results/les_PRP.1987-1988.2005-2006.patterns.d3.csv	31	35	49	36	0.273203580164
frit_ADJ	22	18	./results/frit_ADJ.1987-1988.2005-2006.patterns.d3.csv	12	8	7	6	0.802511780121
perturber_VER	846	698	./results/perturber_VER.1987-1988.2005-2006.patterns.d3.csv	854	705	660	498	0.986881981274
khomeiniste_NOM	46	2	./results/khomeiniste_NOM.1987-1988.2005-2006.patterns.d3.csv	44	2	45	2	0.0177499256723
affaissement_NOM	26	24	./results/affaissement_NOM.1987-1988.2005-2006.patterns.d3.csv	26	25	45	60	0.810184143915
antre_NOM	34	40	./results/antre_NOM.1987-1988.2005-2006.patterns.d3.csv	34	40	55	75	0.870034002104
sautoir_NOM	19	46	./results/sautoir_NOM.1987-1988.2005-2006.patterns.d3.csv	19	47	26	63	0.813126245971
gâterie_NOM	21	6	./results/gâterie_NOM.1987-1988.2005-2006.patterns.d3.csv	22	5	40	3	0.301940542439
résilience_NOM	0	26	./results/résilience_NOM.1987-1988.2005-2006.patterns.d3.csv	0	25	0	0	0
chamanique_ADJ	5	12	./results/chamanique_ADJ.1987-1988.2005-2006.patterns.d3.csv	5	12	10	23	0.0980580675691
énervant_ADJ	11	11	./results/énervant_ADJ.1987-1988.2005-2006.patterns.d3.csv	7	6	7	7	0.0
battue_NOM	335	313	./results/battue_NOM.1987-1988.2005-2006.patterns.d3.csv	47	20	82	38	0.69500764515
hébreu_ADJ	409	261	./results/hébreu_ADJ.1987-1988.2005-2006.patterns.d3.csv	269	125	160	116	0.97619127046
gomme_NOM	96	77	./results/gomme_NOM.1987-1988.2005-2006.patterns.d3.csv	64	53	83	80	0.911436235521
sinistré_ADJ	361	294	./results/sinistré_ADJ.1987-1988.2005-2006.patterns.d3.csv	286	230	202	177	0.981047394596
viennoiserie_NOM	9	8	./results/viennoiserie_NOM.1987-1988.2005-2006.patterns.d3.csv	9	8	12	9	0.0962250448649
ex-candidat_NOM	14	8	./results/ex-candidat_NOM.1987-1988.2005-2006.patterns.d3.csv	14	6	18	8	0.48733971724
omnipotence_NOM	26	14	./results/omnipotence_NOM.1987-1988.2005-2006.patterns.d3.csv	26	14	46	18	0.77762206243
orteil_NOM	16	40	./results/orteil_NOM.1987-1988.2005-2006.patterns.d3.csv	16	42	35	49	0.577889885021
franco_ADV	2905	1982	./results/franco_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
preneur_NOM	344	165	./results/preneur_NOM.1987-1988.2005-2006.patterns.d3.csv	344	168	211	110	0.880526825315
démentir_VER	1787	1123	./results/démentir_VER.1987-1988.2005-2006.patterns.d3.csv	1828	1138	846	685	0.984476373374
gros-porteur_NOM	4	8	./results/gros-porteur_NOM.1987-1988.2005-2006.patterns.d3.csv	4	8	6	12	0.0
cordelette_NOM	12	19	./results/cordelette_NOM.1987-1988.2005-2006.patterns.d3.csv	12	19	32	27	0.736928378311
infraction_NOM	685	643	./results/infraction_NOM.1987-1988.2005-2006.patterns.d3.csv	718	666	439	474	0.884570479249
géostationnaire_ADJ	46	12	./results/géostationnaire_ADJ.1987-1988.2005-2006.patterns.d3.csv	46	12	48	14	0.796085721042
formellement_ADV	565	363	./results/formellement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
immunosuppresseur_NOM	0	15	./results/immunosuppresseur_NOM.1987-1988.2005-2006.patterns.d3.csv	0	15	0	0	0
reggae_NOM	51	165	./results/reggae_NOM.1987-1988.2005-2006.patterns.d3.csv	34	106	56	102	0.88787244698
éponge_NOM	201	198	./results/éponge_NOM.1987-1988.2005-2006.patterns.d3.csv	178	185	165	159	0.95647121295
complaisance_NOM	441	280	./results/complaisance_NOM.1987-1988.2005-2006.patterns.d3.csv	444	278	317	240	0.984061113568
préfinancement_NOM	6	6	./results/préfinancement_NOM.1987-1988.2005-2006.patterns.d3.csv	6	6	11	20	0.407306539981
dorique_ADJ	7	5	./results/dorique_ADJ.1987-1988.2005-2006.patterns.d3.csv	6	5	14	7	0.522232967867
impresario_NOM	32	5	./results/impresario_NOM.1987-1988.2005-2006.patterns.d3.csv	31	5	38	4	0.0646846227353
ex-responsable_NOM	7	29	./results/ex-responsable_NOM.1987-1988.2005-2006.patterns.d3.csv	7	29	7	24	0.913892772704
vanille_NOM	45	42	./results/vanille_NOM.1987-1988.2005-2006.patterns.d3.csv	45	40	52	31	0.908585382556
décalage_NOM	512	563	./results/décalage_NOM.1987-1988.2005-2006.patterns.d3.csv	512	563	430	455	0.965838091056
équité_NOM	166	243	./results/équité_NOM.1987-1988.2005-2006.patterns.d3.csv	167	239	170	169	0.955830242526
lied_NOM	24	28	./results/lied_NOM.1987-1988.2005-2006.patterns.d3.csv	14	17	29	30	0.758219479782
factuel_ADJ	26	61	./results/factuel_ADJ.1987-1988.2005-2006.patterns.d3.csv	26	61	48	56	0.285482781866
plaidant_ADJ	68	94	./results/plaidant_ADJ.1987-1988.2005-2006.patterns.d3.csv	5	6	4	6	0.0
potlatch_NOM	7	11	./results/potlatch_NOM.1987-1988.2005-2006.patterns.d3.csv	7	8	10	11	0.252982212813
rebord_NOM	22	37	./results/rebord_NOM.1987-1988.2005-2006.patterns.d3.csv	22	37	47	57	0.887719120589
kazakhe_VER	2	24	./results/kazakhe_VER.1987-1988.2005-2006.patterns.d3.csv	0	14	0	23	0
couverte_NOM	187	134	./results/couverte_NOM.1987-1988.2005-2006.patterns.d3.csv	8	5	10	9	0.628828145523
monolithique_ADJ	70	45	./results/monolithique_ADJ.1987-1988.2005-2006.patterns.d3.csv	71	45	61	43	0.76030268527
concordance_NOM	82	32	./results/concordance_NOM.1987-1988.2005-2006.patterns.d3.csv	83	29	127	52	0.809326669902
arabisation_NOM	13	22	./results/arabisation_NOM.1987-1988.2005-2006.patterns.d3.csv	12	22	21	29	0.703452458113
paranormal_ADJ	4	26	./results/paranormal_ADJ.1987-1988.2005-2006.patterns.d3.csv	4	26	8	27	0.346356047609
sous-région_NOM	5	8	./results/sous-région_NOM.1987-1988.2005-2006.patterns.d3.csv	5	8	4	10	0.188982236505
filtration_NOM	8	11	./results/filtration_NOM.1987-1988.2005-2006.patterns.d3.csv	7	11	12	15	0.690065559342
outsider_NOM	105	86	./results/outsider_NOM.1987-1988.2005-2006.patterns.d3.csv	100	85	103	100	0.85157137207
inexpiable_ADJ	16	8	./results/inexpiable_ADJ.1987-1988.2005-2006.patterns.d3.csv	16	7	16	11	0.255479830112
ludion_NOM	16	5	./results/ludion_NOM.1987-1988.2005-2006.patterns.d3.csv	15	5	18	9	0.132019672397
section_NOM	2027	878	./results/section_NOM.1987-1988.2005-2006.patterns.d3.csv	2139	890	806	483	0.980405377666
saillie_NOM	19	43	./results/saillie_NOM.1987-1988.2005-2006.patterns.d3.csv	19	45	36	61	0.789637558271
alerte_ADJ	766	953	./results/alerte_ADJ.1987-1988.2005-2006.patterns.d3.csv	93	76	92	71	0.66338770912
rechute_NOM	180	49	./results/rechute_NOM.1987-1988.2005-2006.patterns.d3.csv	177	45	192	56	0.634288191994
épouvantablement_ADV	5	7	./results/épouvantablement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
ex-membre_NOM	7	22	./results/ex-membre_NOM.1987-1988.2005-2006.patterns.d3.csv	7	20	7	23	0.799919421438
génération_NOM	3030	3793	./results/génération_NOM.1987-1988.2005-2006.patterns.d3.csv	3048	3843	1112	1207	0.995034756612
fabriquants_NOM	11	0	./results/fabriquants_NOM.1987-1988.2005-2006.patterns.d3.csv	11	0	0	0	0
ranch_NOM	62	78	./results/ranch_NOM.1987-1988.2005-2006.patterns.d3.csv	57	71	102	100	0.888629722493
sage_NOM	1541	622	./results/sage_NOM.1987-1988.2005-2006.patterns.d3.csv	647	175	257	191	0.916669181714
galet_NOM	44	40	./results/galet_NOM.1987-1988.2005-2006.patterns.d3.csv	43	39	53	46	0.88355517692
félon_ADJ	15	15	./results/félon_ADJ.1987-1988.2005-2006.patterns.d3.csv	15	15	13	22	0.552005566029
amorce_NOM	426	184	./results/amorce_NOM.1987-1988.2005-2006.patterns.d3.csv	271	118	214	135	0.971700604572
romance_ADJ	71	107	./results/romance_ADJ.1987-1988.2005-2006.patterns.d3.csv	6	7	9	9	0.111111111111
taiseux_NOM	3	25	./results/taiseux_NOM.1987-1988.2005-2006.patterns.d3.csv	0	24	0	18	0
squatteurs_NOM	0	45	./results/squatteurs_NOM.1987-1988.2005-2006.patterns.d3.csv	0	33	0	0	0
gazer_VER	34	40	./results/gazer_VER.1987-1988.2005-2006.patterns.d3.csv	35	39	45	36	0.876385882533
surestimation_NOM	14	9	./results/surestimation_NOM.1987-1988.2005-2006.patterns.d3.csv	14	9	20	19	0.603341068504
chrétienne-démocrate_NOM	20	190	./results/chrétienne-démocrate_NOM.1987-1988.2005-2006.patterns.d3.csv	2	42	4	40	0.0
embardée_NOM	27	30	./results/embardée_NOM.1987-1988.2005-2006.patterns.d3.csv	24	31	41	53	0.369442439502
pactole_NOM	90	67	./results/pactole_NOM.1987-1988.2005-2006.patterns.d3.csv	79	64	109	106	0.747630427423
viatique_NOM	45	50	./results/viatique_NOM.1987-1988.2005-2006.patterns.d3.csv	45	50	71	77	0.751706486848
passing_NOM	36	5	./results/passing_NOM.1987-1988.2005-2006.patterns.d3.csv	22	3	46	6	0.0
gril_NOM	32	14	./results/gril_NOM.1987-1988.2005-2006.patterns.d3.csv	29	14	38	27	0.836378997001
candeur_NOM	82	67	./results/candeur_NOM.1987-1988.2005-2006.patterns.d3.csv	83	66	106	102	0.896888873096
golfeur_NOM	52	41	./results/golfeur_NOM.1987-1988.2005-2006.patterns.d3.csv	53	42	71	71	0.789619794034
sidérant_ADJ	16	70	./results/sidérant_ADJ.1987-1988.2005-2006.patterns.d3.csv	13	63	12	80	0.304642442125
zoologique_ADJ	37	33	./results/zoologique_ADJ.1987-1988.2005-2006.patterns.d3.csv	37	33	34	42	0.894509747329
bureaucratisme_NOM	23	1	./results/bureaucratisme_NOM.1987-1988.2005-2006.patterns.d3.csv	23	1	27	4	0.0
limpide_ADJ	182	177	./results/limpide_ADJ.1987-1988.2005-2006.patterns.d3.csv	182	175	104	128	0.911977419182
prédominance_NOM	80	47	./results/prédominance_NOM.1987-1988.2005-2006.patterns.d3.csv	81	46	139	89	0.861020815989
canyon_NOM	63	45	./results/canyon_NOM.1987-1988.2005-2006.patterns.d3.csv	47	30	78	51	0.885480537499
riz_NOM	428	320	./results/riz_NOM.1987-1988.2005-2006.patterns.d3.csv	445	337	259	283	0.985742685031
perdre_VER	9101	8002	./results/perdre_VER.1987-1988.2005-2006.patterns.d3.csv	9282	8121	3588	3213	0.987728927696
crâne_ADJ	322	365	./results/crâne_ADJ.1987-1988.2005-2006.patterns.d3.csv	5	19	7	29	0.0
pfennig_NOM	23	2	./results/pfennig_NOM.1987-1988.2005-2006.patterns.d3.csv	22	2	14	1	0.0
balai_NOM	104	60	./results/balai_NOM.1987-1988.2005-2006.patterns.d3.csv	88	51	120	71	0.971993858453
sursauter_VER	46	35	./results/sursauter_VER.1987-1988.2005-2006.patterns.d3.csv	46	35	68	61	0.616452073277
châtiment_NOM	193	128	./results/châtiment_NOM.1987-1988.2005-2006.patterns.d3.csv	189	124	181	133	0.886820939222
hématologue_NOM	8	13	./results/hématologue_NOM.1987-1988.2005-2006.patterns.d3.csv	6	13	10	25	0.0754851356096
poste_NOM	7535	6177	./results/poste_NOM.1987-1988.2005-2006.patterns.d3.csv	5071	3548	1177	1008	0.993357276172
salutaire_ADJ	158	159	./results/salutaire_ADJ.1987-1988.2005-2006.patterns.d3.csv	157	157	161	178	0.902966514187
typer_VER	119	99	./results/typer_VER.1987-1988.2005-2006.patterns.d3.csv	120	99	140	137	0.847394132916
congédier_VER	50	67	./results/congédier_VER.1987-1988.2005-2006.patterns.d3.csv	50	67	75	131	0.875808626541
émotif_ADJ	45	44	./results/émotif_ADJ.1987-1988.2005-2006.patterns.d3.csv	45	45	50	57	0.77413989747
fakir_NOM	13	15	./results/fakir_NOM.1987-1988.2005-2006.patterns.d3.csv	6	11	5	16	0.0
monsieur_NOM	153533	44807	./results/monsieur_NOM.1987-1988.2005-2006.patterns.d3.csv	193625	47265	2100	1527	0.913303038262
traitant_ADJ	426	603	./results/traitant_ADJ.1987-1988.2005-2006.patterns.d3.csv	51	142	51	98	0.955059337348
selle_NOM	125	166	./results/selle_NOM.1987-1988.2005-2006.patterns.d3.csv	122	160	124	163	0.969535225999
bruit_NOM	1377	947	./results/bruit_NOM.1987-1988.2005-2006.patterns.d3.csv	1167	801	570	434	0.986044240348
complément_NOM	471	470	./results/complément_NOM.1987-1988.2005-2006.patterns.d3.csv	476	437	350	340	0.976144616152
euroméditerranéen_NOM	2	15	./results/euroméditerranéen_NOM.1987-1988.2005-2006.patterns.d3.csv	2	15	5	23	0.0
conjoncturiste_NOM	35	24	./results/conjoncturiste_NOM.1987-1988.2005-2006.patterns.d3.csv	35	24	44	38	0.409047994052
psychothérapique_ADJ	8	5	./results/psychothérapique_ADJ.1987-1988.2005-2006.patterns.d3.csv	8	5	15	9	0.235702260396
dactylographier_VER	70	20	./results/dactylographier_VER.1987-1988.2005-2006.patterns.d3.csv	70	20	96	40	0.635906015029
latrines_NOM	13	10	./results/latrines_NOM.1987-1988.2005-2006.patterns.d3.csv	13	10	19	10	0.707499363866
parc_NOM	2256	1898	./results/parc_NOM.1987-1988.2005-2006.patterns.d3.csv	2240	1815	800	688	0.993770848259
unification_NOM	256	137	./results/unification_NOM.1987-1988.2005-2006.patterns.d3.csv	252	137	217	158	0.970879820469
bande-annonce_NOM	18	33	./results/bande-annonce_NOM.1987-1988.2005-2006.patterns.d3.csv	16	34	18	59	0.446025775088
coing_NOM	3	10	./results/coing_NOM.1987-1988.2005-2006.patterns.d3.csv	3	9	3	14	0.662266178533
pressage_NOM	7	10	./results/pressage_NOM.1987-1988.2005-2006.patterns.d3.csv	7	10	20	13	0.413449115297
affable_ADJ	77	71	./results/affable_ADJ.1987-1988.2005-2006.patterns.d3.csv	77	71	74	63	0.673803934155
surdose_NOM	15	32	./results/surdose_NOM.1987-1988.2005-2006.patterns.d3.csv	14	32	31	48	0.682117103518
olivier_NOM	1382	2338	./results/olivier_NOM.1987-1988.2005-2006.patterns.d3.csv	76	85	69	72	0.938229293667
noblement_ADV	12	3	./results/noblement_ADV.1987-1988.2005-2006.patterns.d3.csv	0	0	0	0	0
etat_NOM	27351	19015	./results/etat_NOM.1987-1988.2005-2006.patterns.d3.csv	9	2	26	7	0.507833375077
mailing_NOM	47	4	./results/mailing_NOM.1987-1988.2005-2006.patterns.d3.csv	47	4	39	10	0.57055977911
méthodologique_ADJ	58	64	./results/méthodologique_ADJ.1987-1988.2005-2006.patterns.d3.csv	58	64	74	82	0.823240167473
informatiser_VER	294	83	./results/informatiser_VER.1987-1988.2005-2006.patterns.d3.csv	300	82	230	96	0.853711178066
ser_VER	10	56	./results/ser_VER.1987-1988.2005-2006.patterns.d3.csv	0	13	0	34	0
lavable_ADJ	4	10	./results/lavable_ADJ.1987-1988.2005-2006.patterns.d3.csv	4	10	3	12	0.0
aliéner_VER	105	97	./results/aliéner_VER.1987-1988.2005-2006.patterns.d3.csv	106	97	184	144	0.917329399779
existence_NOM	3603	2730	./results/existence_NOM.1987-1988.2005-2006.patterns.d3.csv	3604	2732	985	855	0.995309537134
alacrité_NOM	25	7	./results/alacrité_NOM.1987-1988.2005-2006.patterns.d3.csv	25	7	37	9	0.0429437750934
poteler_VER	14	4	./results/poteler_VER.1987-1988.2005-2006.patterns.d3.csv	14	4	26	6	0.0
approuver_VER	2505	1576	./results/approuver_VER.1987-1988.2005-2006.patterns.d3.csv	2542	1602	936	751	0.987684206177
chuchotement_NOM	37	22	./results/chuchotement_NOM.1987-1988.2005-2006.patterns.d3.csv	37	22	39	15	0.833243238373
démocrate-chrétien_NOM	333	65	./results/démocrate-chrétien_NOM.1987-1988.2005-2006.patterns.d3.csv	28	8	41	13	0.245976018507
incontinence_NOM	11	11	./results/incontinence_NOM.1987-1988.2005-2006.patterns.d3.csv	11	10	20	10	0.692307692308
trou_NOM	758	811	./results/trou_NOM.1987-1988.2005-2006.patterns.d3.csv	748	806	486	567	0.985444659238
funérarium_NOM	7	10	./results/funérarium_NOM.1987-1988.2005-2006.patterns.d3.csv	7	10	8	19	0.682724345523
tarification_NOM	140	116	./results/tarification_NOM.1987-1988.2005-2006.patterns.d3.csv	147	115	174	121	0.9416939827
ed_NOM	413	389	./results/ed_NOM.1987-1988.2005-2006.patterns.d3.csv	3	11	2	4	0.0
propret_ADJ	31	25	./results/propret_ADJ.1987-1988.2005-2006.patterns.d3.csv	31	25	32	42	0.492399123224
danse_NOM	1652	1853	./results/danse_NOM.1987-1988.2005-2006.patterns.d3.csv	1603	1676	674	690	0.996519955539
reconduction_NOM	200	148	./results/reconduction_NOM.1987-1988.2005-2006.patterns.d3.csv	195	134	174	159	0.970865671628
ajouter_VER	13666	10403	./results/ajouter_VER.1987-1988.2005-2006.patterns.d3.csv	13710	10436	1527	1345	0.981268114782
